Args got
indir None
outdir /home/ec2-user/ThermoDrift/experiments/trainv5/
Data loaded
ESM1b loaded
Classifier, optimizer, and criterion compiled
Using device cuda:0
Moved tensors to cuda:0
Dataloaders built
Number of parameters classifier:  172419
outputs [[0.351543664932251, 0.31356796622276306, 0.33488842844963074]]  lables [2]
outputs [[0.3542787432670593, 0.30900028347969055, 0.33672094345092773]]  lables [0]
outputs [[0.3417716324329376, 0.3177347481250763, 0.3404935896396637]]  lables [0]
outputs [[0.35198909044265747, 0.3035356402397156, 0.34447532892227173]]  lables [2]
outputs [[0.35899999737739563, 0.3072677254676819, 0.3337322771549225]]  lables [0]
outputs [[0.3565447926521301, 0.3176034092903137, 0.3258518576622009]]  lables [0]
outputs [[0.35672593116760254, 0.30571314692497253, 0.3375609517097473]]  lables [2]
outputs [[0.359136700630188, 0.3085237741470337, 0.3323395252227783]]  lables [0]
outputs [[0.3496921956539154, 0.31373292207717896, 0.3365749418735504]]  lables [1]
outputs [[0.35417428612709045, 0.31060656905174255, 0.3352190852165222]]  lables [1]
outputs [[0.3442661464214325, 0.3080831468105316, 0.3476506769657135]]  lables [1]
outputs [[0.34248781204223633, 0.3193007707595825, 0.33821144700050354]]  lables [1]
outputs [[0.3552190065383911, 0.305841863155365, 0.3389391601085663]]  lables [2]
outputs [[0.34714949131011963, 0.32455089688301086, 0.3282996118068695]]  lables [1]
outputs [[0.34783443808555603, 0.3116084337234497, 0.3405570983886719]]  lables [1]
outputs [[0.35264700651168823, 0.315347284078598, 0.33200567960739136]]  lables [1]
outputs [[0.34877872467041016, 0.31782856583595276, 0.3333927094936371]]  lables [0]
outputs [[0.35197728872299194, 0.31430521607398987, 0.3337174654006958]]  lables [1]
outputs [[0.36446547508239746, 0.3157733380794525, 0.31976118683815]]  lables [0]
outputs [[0.35307711362838745, 0.31654292345046997, 0.33037999272346497]]  lables [0]
outputs [[0.35524076223373413, 0.3162175118923187, 0.32854172587394714]]  lables [2]
outputs [[0.3518497049808502, 0.3057619631290436, 0.3423883318901062]]  lables [2]
outputs [[0.3508855700492859, 0.3169389069080353, 0.3321755528450012]]  lables [0]
outputs [[0.3578345477581024, 0.3015914857387543, 0.3405739665031433]]  lables [1]
outputs [[0.36353322863578796, 0.3201652467250824, 0.316301554441452]]  lables [0]
outputs [[0.3454289734363556, 0.3194637894630432, 0.3351072072982788]]  lables [2]
outputs [[0.35979530215263367, 0.3107913136482239, 0.32941338419914246]]  lables [1]
outputs [[0.34220853447914124, 0.3143272399902344, 0.34346428513526917]]  lables [2]
outputs [[0.3514593541622162, 0.31531280279159546, 0.33322787284851074]]  lables [2]
outputs [[0.3541009724140167, 0.3210434019565582, 0.32485565543174744]]  lables [0]
outputs [[0.3457646667957306, 0.33133581280708313, 0.32289955019950867]]  lables [1]
outputs [[0.36031869053840637, 0.3134314715862274, 0.3262498676776886]]  lables [1]
outputs [[0.3364233076572418, 0.32211819291114807, 0.3414584994316101]]  lables [1]
outputs [[0.3460610806941986, 0.32084921002388, 0.333089679479599]]  lables [0]
outputs [[0.3477053642272949, 0.3156931400299072, 0.33660146594047546]]  lables [1]
outputs [[0.3492097854614258, 0.3077942132949829, 0.3429960012435913]]  lables [1]
outputs [[0.3608410060405731, 0.31495240330696106, 0.3242065906524658]]  lables [0]
outputs [[0.3539721667766571, 0.31184372305870056, 0.33418408036231995]]  lables [0]
outputs [[0.3511342406272888, 0.30943673849105835, 0.3394290506839752]]  lables [0]
outputs [[0.3555963933467865, 0.30290964245796204, 0.34149396419525146]]  lables [2]
outputs [[0.3462067246437073, 0.31698858737945557, 0.33680468797683716]]  lables [1]
outputs [[0.3608933985233307, 0.31036826968193054, 0.32873836159706116]]  lables [0]
outputs [[0.35738855600357056, 0.3197552263736725, 0.32285621762275696]]  lables [0]
outputs [[0.3557067811489105, 0.3120621144771576, 0.3322311043739319]]  lables [1]
outputs [[0.35082095861434937, 0.3075340986251831, 0.34164494276046753]]  lables [1]
outputs [[0.35124972462654114, 0.3089084029197693, 0.33984190225601196]]  lables [2]
outputs [[0.34567928314208984, 0.31389254331588745, 0.3404282331466675]]  lables [1]
outputs [[0.34914103150367737, 0.3145506680011749, 0.3363082706928253]]  lables [2]
outputs [[0.3588334619998932, 0.31183555722236633, 0.32933104038238525]]  lables [1]
outputs [[0.354089617729187, 0.31903785467147827, 0.3268725574016571]]  lables [2]
outputs [[0.35765716433525085, 0.3156064450740814, 0.3267363905906677]]  lables [2]
outputs [[0.35147103667259216, 0.3179541826248169, 0.33057478070259094]]  lables [2]
outputs [[0.3563840091228485, 0.3130745589733124, 0.3305414021015167]]  lables [1]
outputs [[0.3434062600135803, 0.307187557220459, 0.34940624237060547]]  lables [2]
outputs [[0.35931605100631714, 0.30901074409484863, 0.331673264503479]]  lables [0]
outputs [[0.3438057005405426, 0.33440154790878296, 0.32179272174835205]]  lables [1]
outputs [[0.34684672951698303, 0.3237311840057373, 0.32942211627960205]]  lables [2]
outputs [[0.3597497344017029, 0.3126865327358246, 0.32756370306015015]]  lables [2]
outputs [[0.35905569791793823, 0.31622737646102905, 0.3247169256210327]]  lables [0]
outputs [[0.35067442059516907, 0.32027044892311096, 0.3290551006793976]]  lables [0]
outputs [[0.34108245372772217, 0.308724045753479, 0.3501935601234436]]  lables [1]
outputs [[0.3440180718898773, 0.3188657760620117, 0.3371161222457886]]  lables [0]
outputs [[0.35606276988983154, 0.31208091974258423, 0.33185628056526184]]  lables [0]
outputs [[0.3401288688182831, 0.3206493854522705, 0.3392217755317688]]  lables [1]
outputs [[0.3557770550251007, 0.3059491813182831, 0.338273823261261]]  lables [1]
outputs [[0.34743112325668335, 0.308680921792984, 0.34388789534568787]]  lables [2]
outputs [[0.3484528064727783, 0.3077956736087799, 0.3437514901161194]]  lables [2]
outputs [[0.35577911138534546, 0.3214107155799866, 0.32281020283699036]]  lables [2]
outputs [[0.35270389914512634, 0.3099489212036133, 0.3373471796512604]]  lables [1]
outputs [[0.3613969087600708, 0.3176659047603607, 0.3209371566772461]]  lables [0]
outputs [[0.350678950548172, 0.3212657570838928, 0.3280552625656128]]  lables [0]
outputs [[0.3504903018474579, 0.30900633335113525, 0.34050339460372925]]  lables [2]
outputs [[0.358932226896286, 0.3026150166988373, 0.3384527564048767]]  lables [1]
outputs [[0.3509484827518463, 0.32315096259117126, 0.3259006142616272]]  lables [2]
outputs [[0.35473284125328064, 0.3097129166126251, 0.33555424213409424]]  lables [1]
outputs [[0.35391324758529663, 0.306282103061676, 0.33980467915534973]]  lables [2]
outputs [[0.3603050112724304, 0.3026123344898224, 0.3370826840400696]]  lables [2]
outputs [[0.3520675003528595, 0.31120502948760986, 0.336727499961853]]  lables [0]
outputs [[0.3540462553501129, 0.3106372058391571, 0.3353165090084076]]  lables [1]
outputs [[0.3550434708595276, 0.3266570270061493, 0.3182995319366455]]  lables [1]
outputs [[0.35543182492256165, 0.3101635277271271, 0.3344046473503113]]  lables [0]
outputs [[0.3525676727294922, 0.32033082842826843, 0.327101469039917]]  lables [1]
outputs [[0.36194637417793274, 0.30667608976364136, 0.3313775360584259]]  lables [0]
outputs [[0.3446846902370453, 0.31529009342193604, 0.3400252163410187]]  lables [0]
outputs [[0.35202786326408386, 0.31660276651382446, 0.3313693106174469]]  lables [0]
outputs [[0.35036760568618774, 0.31267571449279785, 0.3369566798210144]]  lables [2]
outputs [[0.3561059236526489, 0.3118871748447418, 0.33200687170028687]]  lables [1]
outputs [[0.3540102243423462, 0.30799242854118347, 0.33799734711647034]]  lables [1]
outputs [[0.3706495761871338, 0.32525286078453064, 0.30409756302833557]]  lables [0]
outputs [[0.35507330298423767, 0.3104339838027954, 0.3344927728176117]]  lables [0]
outputs [[0.3586532771587372, 0.3080083131790161, 0.3333384394645691]]  lables [1]
outputs [[0.3514311909675598, 0.32450488209724426, 0.3240639269351959]]  lables [0]
outputs [[0.352012574672699, 0.3261881470680237, 0.32179921865463257]]  lables [2]
outputs [[0.351766973733902, 0.30776700377464294, 0.3404660224914551]]  lables [1]
outputs [[0.3552722632884979, 0.3187902569770813, 0.325937420129776]]  lables [0]
outputs [[0.348519504070282, 0.3165816068649292, 0.3348989188671112]]  lables [2]
outputs [[0.34765610098838806, 0.30199098587036133, 0.3503528833389282]]  lables [1]
outputs [[0.34236592054367065, 0.32280978560447693, 0.3348242938518524]]  lables [2]
outputs [[0.34937021136283875, 0.3130931258201599, 0.33753663301467896]]  lables [1]
outputs [[0.3438414931297302, 0.30308160185813904, 0.35307690501213074]]  lables [0]
outputs [[0.364936500787735, 0.31028318405151367, 0.32478031516075134]]  lables [2]
outputs [[0.35584160685539246, 0.3110472559928894, 0.33311110734939575]]  lables [2]
outputs [[0.35640278458595276, 0.3091907501220703, 0.33440643548965454]]  lables [2]
outputs [[0.35053035616874695, 0.30538880825042725, 0.3440808355808258]]  lables [0]
outputs [[0.3443717062473297, 0.31118932366371155, 0.34443894028663635]]  lables [2]
outputs [[0.3509824573993683, 0.2999546527862549, 0.34906286001205444]]  lables [0]
outputs [[0.35967952013015747, 0.31081271171569824, 0.3295077979564667]]  lables [2]
outputs [[0.3427521288394928, 0.32378414273262024, 0.33346378803253174]]  lables [1]
outputs [[0.3513031005859375, 0.31448835134506226, 0.33420857787132263]]  lables [1]
outputs [[0.34967994689941406, 0.33041948080062866, 0.31990060210227966]]  lables [1]
outputs [[0.3439706265926361, 0.3037916421890259, 0.352237731218338]]  lables [1]
outputs [[0.3553561568260193, 0.30750349164009094, 0.33714038133621216]]  lables [2]
outputs [[0.3413332998752594, 0.3125961720943451, 0.34607046842575073]]  lables [2]
outputs [[0.35382509231567383, 0.3097414970397949, 0.33643341064453125]]  lables [1]
outputs [[0.35224151611328125, 0.3193003833293915, 0.32845813035964966]]  lables [0]
outputs [[0.3477965295314789, 0.30409303307533264, 0.34811049699783325]]  lables [1]
outputs [[0.35155391693115234, 0.31593096256256104, 0.332515150308609]]  lables [0]
outputs [[0.3519671559333801, 0.30588188767433167, 0.3421509265899658]]  lables [0]
outputs [[0.3556206524372101, 0.32299554347991943, 0.32138383388519287]]  lables [0]
outputs [[0.3489263653755188, 0.3103688359260559, 0.3407047688961029]]  lables [1]
outputs [[0.3575519919395447, 0.318548321723938, 0.32389968633651733]]  lables [1]
outputs [[0.3455488681793213, 0.31955260038375854, 0.3348985016345978]]  lables [1]
outputs [[0.35646820068359375, 0.31840983033180237, 0.3251219093799591]]  lables [0]
outputs [[0.3480706512928009, 0.3116494119167328, 0.3402799367904663]]  lables [1]
outputs [[0.3397808074951172, 0.3214414417743683, 0.3387777507305145]]  lables [2]
outputs [[0.3593112528324127, 0.3143124282360077, 0.3263762891292572]]  lables [1]
outputs [[0.3534587323665619, 0.31624484062194824, 0.3302963674068451]]  lables [0]
outputs [[0.3482542932033539, 0.3174780011177063, 0.33426764607429504]]  lables [0]
outputs [[0.35047125816345215, 0.3076423406600952, 0.3418864607810974]]  lables [2]
outputs [[0.3524320423603058, 0.3147682249546051, 0.3327997028827667]]  lables [2]
outputs [[0.35790926218032837, 0.3132752776145935, 0.32881543040275574]]  lables [2]
outputs [[0.35268715023994446, 0.31805482506752014, 0.3292580246925354]]  lables [1]
outputs [[0.3506939113140106, 0.31011855602264404, 0.33918753266334534]]  lables [1]
outputs [[0.3595878779888153, 0.3125109076499939, 0.3279012143611908]]  lables [1]
outputs [[0.3504529297351837, 0.3115716874599457, 0.337975412607193]]  lables [2]
outputs [[0.35081058740615845, 0.31100931763648987, 0.3381801247596741]]  lables [1]
outputs [[0.3499595522880554, 0.31373274326324463, 0.33630767464637756]]  lables [0]
outputs [[0.3526307940483093, 0.3167375326156616, 0.33063167333602905]]  lables [2]
outputs [[0.36175253987312317, 0.30993911623954773, 0.3283083438873291]]  lables [2]
outputs [[0.35084646940231323, 0.3164884150028229, 0.3326650857925415]]  lables [0]
Train - epoch: 0 batch: 91 loss: 1.0811976194381714
outputs [[0.352756530046463, 0.32723429799079895, 0.3200092613697052]]  lables [0]
outputs [[0.34832656383514404, 0.3197830021381378, 0.33189040422439575]]  lables [1]
outputs [[0.3578948974609375, 0.31595221161842346, 0.32615289092063904]]  lables [1]
outputs [[0.3552621006965637, 0.309230774641037, 0.3355070948600769]]  lables [1]
outputs [[0.3487975001335144, 0.30512288212776184, 0.34607958793640137]]  lables [1]
outputs [[0.3545859456062317, 0.32665836811065674, 0.3187556564807892]]  lables [2]
outputs [[0.3512157201766968, 0.30774083733558655, 0.3410434126853943]]  lables [1]
outputs [[0.34485194087028503, 0.3152746856212616, 0.33987340331077576]]  lables [1]
outputs [[0.3474591076374054, 0.30366989970207214, 0.34887099266052246]]  lables [1]
outputs [[0.3573378324508667, 0.3084162473678589, 0.3342459201812744]]  lables [1]
outputs [[0.35015255212783813, 0.2985115051269531, 0.35133591294288635]]  lables [1]
outputs [[0.35206252336502075, 0.3225916922092438, 0.32534584403038025]]  lables [2]
outputs [[0.3517318367958069, 0.3084069788455963, 0.3398611545562744]]  lables [2]
outputs [[0.355414479970932, 0.31321096420288086, 0.33137455582618713]]  lables [2]
outputs [[0.34786632657051086, 0.32363608479499817, 0.32849761843681335]]  lables [2]
outputs [[0.35063859820365906, 0.3155447244644165, 0.33381667733192444]]  lables [0]
outputs [[0.3502444326877594, 0.30740585923194885, 0.342349648475647]]  lables [2]
outputs [[0.36139392852783203, 0.31031128764152527, 0.3282947838306427]]  lables [0]
outputs [[0.3532744348049164, 0.31452640891075134, 0.33219918608665466]]  lables [0]
outputs [[0.35459569096565247, 0.3012666404247284, 0.34413763880729675]]  lables [0]
outputs [[0.3506931662559509, 0.3264636993408203, 0.32284310460090637]]  lables [0]
outputs [[0.35124635696411133, 0.30720055103302, 0.34155309200286865]]  lables [2]
outputs [[0.35626742243766785, 0.30833518505096436, 0.3353973925113678]]  lables [0]
outputs [[0.34982752799987793, 0.3064490258693695, 0.3437234163284302]]  lables [1]
outputs [[0.3432001769542694, 0.31794002652168274, 0.33885976672172546]]  lables [1]
outputs [[0.3517645001411438, 0.3067357838153839, 0.3414996862411499]]  lables [2]
outputs [[0.3473385274410248, 0.3053613603115082, 0.34730014204978943]]  lables [0]
outputs [[0.35514792799949646, 0.31427234411239624, 0.3305796980857849]]  lables [1]
outputs [[0.35178351402282715, 0.3124324679374695, 0.3357839584350586]]  lables [1]
outputs [[0.3536321818828583, 0.3063189685344696, 0.3400488793849945]]  lables [0]
outputs [[0.35565662384033203, 0.31319373846054077, 0.3311496675014496]]  lables [0]
outputs [[0.3468056917190552, 0.308078408241272, 0.34511592984199524]]  lables [2]
outputs [[0.3527847230434418, 0.3147495687007904, 0.3324657678604126]]  lables [1]
outputs [[0.3568041920661926, 0.30404627323150635, 0.33914950489997864]]  lables [0]
outputs [[0.3483961224555969, 0.31355020403862, 0.33805373311042786]]  lables [1]
outputs [[0.3617512881755829, 0.3109991252422333, 0.32724955677986145]]  lables [1]
outputs [[0.34712734818458557, 0.3106514811515808, 0.3422211706638336]]  lables [0]
outputs [[0.3575988709926605, 0.29899048805236816, 0.3434106409549713]]  lables [0]
outputs [[0.34048229455947876, 0.3218400478363037, 0.3376776874065399]]  lables [2]
outputs [[0.3492273688316345, 0.320613294839859, 0.33015933632850647]]  lables [1]
outputs [[0.36131373047828674, 0.31232091784477234, 0.32636532187461853]]  lables [0]
outputs [[0.35257330536842346, 0.30993419885635376, 0.3374924957752228]]  lables [2]
outputs [[0.35075339674949646, 0.31520113348960876, 0.3340454399585724]]  lables [1]
outputs [[0.3557787835597992, 0.319441556930542, 0.3247796893119812]]  lables [0]
outputs [[0.35399943590164185, 0.31253933906555176, 0.333461195230484]]  lables [2]
outputs [[0.3387918472290039, 0.31472671031951904, 0.34648144245147705]]  lables [1]
outputs [[0.34975147247314453, 0.3144579827785492, 0.3357905149459839]]  lables [1]
outputs [[0.34600067138671875, 0.31827306747436523, 0.3357262909412384]]  lables [0]
outputs [[0.3565370440483093, 0.32344892621040344, 0.32001399993896484]]  lables [0]
outputs [[0.3545908033847809, 0.3198297321796417, 0.325579434633255]]  lables [2]
outputs [[0.350464791059494, 0.31138163805007935, 0.33815357089042664]]  lables [1]
outputs [[0.35639750957489014, 0.319669634103775, 0.32393285632133484]]  lables [0]
outputs [[0.3593832850456238, 0.30812233686447144, 0.3324943482875824]]  lables [0]
outputs [[0.35908740758895874, 0.3224925696849823, 0.31842008233070374]]  lables [0]
outputs [[0.34893038868904114, 0.3118583559989929, 0.33921125531196594]]  lables [2]
outputs [[0.3482808768749237, 0.30901187658309937, 0.3427073061466217]]  lables [0]
outputs [[0.3536181151866913, 0.2944614589214325, 0.3519204258918762]]  lables [0]
outputs [[0.3529415726661682, 0.3167895972728729, 0.33026883006095886]]  lables [1]
outputs [[0.35552534461021423, 0.307756632566452, 0.33671799302101135]]  lables [2]
outputs [[0.3589435815811157, 0.3116573393344879, 0.3293990194797516]]  lables [2]
outputs [[0.3315914273262024, 0.3255508244037628, 0.3428577482700348]]  lables [1]
outputs [[0.35593292117118835, 0.30319827795028687, 0.3408687710762024]]  lables [2]
outputs [[0.36947113275527954, 0.3096173107624054, 0.3209115266799927]]  lables [0]
